length,height,speed,distance,object
15,22,0.322961730961731,223,True
15,22,0.43163487612235973,207,True
15,22,0.1441589276507991,202,True
15,22,0.6223662533121357,181,True
15,22,0.4874015992795253,165,True
15,22,0.3106306151028762,154,True
15,22,0.4903038167046584,138,True
15,22,0.2909239859006615,127,True
15,22,0.49782546511972936,111,True
15,22,0.29880557672990476,101,True
15,22,0.4167883854885977,42,True
15,22,0.4318598667910808,26,True
15,22,0.3642944369653016,10,True
32,22,0.3642944369653016,191,True
32,22,0.31579939355359793,180,True
32,22,0.45404263783549725,164,True
32,22,0.45944835140760215,148,True
32,22,0.27338347824953396,138,True
32,22,0.43634135462519263,122,True
32,22,0.4695291615358782,106,True
32,22,0.33679105926666714,95,True
32,22,0.4114955111352779,36,True
32,22,0.31219698097478193,26,True
48,37,0.31219698097478193,367,True
48,37,0.482103908045977,351,True
48,37,0.3295100915596566,340,True
48,37,0.46093152190337516,324,True
48,37,0.31650585953712296,314,True
48,37,0.4695883003288783,298,True
48,37,0.2945438202247191,287,True
48,37,0.4579778206956795,271,True
48,37,0.48317299772485095,255,True
48,37,0.2319846742524424,244,True
48,37,0.5118012135733857,222,True
48,37,0.44871163888498855,206,True
48,37,0.4696803236236895,190,True
48,37,0.341507664749554,179,True
48,37,0.4538062212604815,163,True
48,37,0.29912735882696945,153,True
48,37,0.5204572813337129,136,True
48,37,0.2467426332601905,126,True
48,37,0.4803302747040383,110,True
48,37,0.4955938882365539,94,True
48,37,0.32636342029313564,83,True
48,37,0.4201360862058135,24,True
48,37,0.31035354357509654,14,True
49,22,0.31035354357509654,445,True
49,22,0.2929950466126451,434,True
49,22,0.3953487210302452,418,True
49,22,0.4795374182714638,402,True
49,22,0.43122715793937916,386,True
49,22,0.44598904779626775,370,True
49,22,0.33229388166660667,359,True
49,22,0.3070163598433554,349,True
49,22,0.3957310563621139,333,True
49,22,0.513331579108405,317,True
49,22,0.31633637529225433,306,True
49,22,0.4813155463751901,290,True
49,22,0.32717575895104845,279,True
49,22,0.4666138046599593,263,True
49,22,0.48510444632388555,247,True
49,22,0.32041068263765815,237,True
49,22,0.2898220011055832,226,True
49,22,0.4549229173586773,210,True
49,22,0.490938688320714,194,True
49,22,0.3116819499145426,183,True
49,22,0.48926360607452446,167,True
49,22,0.2964004861915934,157,True
49,22,0.41654323470445476,141,True
49,22,0.4855677642955856,125,True
49,22,0.35581407759877226,114,True
49,22,0.3145420606622535,103,True
49,22,0.5147845937881147,87,True
49,22,0.3150272267746224,77,True
49,22,0.38075240870611476,18,True
63,37,0.38075240870611476,459,True
73,37,0.30583495628310253,448,True
73,37,0.44198023140635206,433,True
73,37,0.47584814578458484,417,True
73,37,0.29476022360645265,406,True
73,37,0.46462055691715476,390,True
73,37,0.48393954078689283,374,True
73,37,0.3049213463838899,363,True
73,37,0.4901963740485895,347,True
73,37,0.2837651293223011,337,True
73,37,0.4598127813245631,320,True
73,37,0.4209401720838742,305,True
73,37,0.35091837293498435,294,True
73,37,0.4857997553224604,278,True
73,37,0.31148415147075703,267,True
73,37,0.49548411485443844,251,True
73,37,0.26406008599903047,241,True
73,37,0.4755817417740895,225,True
73,37,0.5103253483728287,208,True
73,37,0.2893261961260416,198,True
73,37,0.4805985848921482,182,True
73,37,0.28383303701607493,171,True
73,37,0.28748785085163986,161,True
73,37,0.4980920478536242,134,True
73,37,0.4571448501362398,118,True
73,37,0.3430591874367973,107,True
73,37,0.5289368591133005,91,True
73,37,0.29672607532414075,80,True
73,37,0.38762200463674823,22,True
11,22,0.38762200463674823,511,True
15,22,0.4982279122561571,493,True
15,22,0.3316551110642532,481,True
15,22,0.5623396496245978,463,True
15,22,0.5048444759472002,445,True
15,22,0.3575401926519478,433,True
15,22,0.5483108699915027,415,True
15,22,0.30879637775855406,403,True
15,22,0.3615493603235376,391,True
15,22,0.7017259970303449,367,True
15,22,0.3611576182890601,355,True
15,22,0.5122779285636738,337,True
15,22,0.3526971584737746,325,True
15,22,0.5699384898766476,307,True
15,22,0.17815629667910263,301,True
15,22,0.7546257056111548,277,True
15,22,0.36049540890143106,265,True
15,22,0.5056458217522052,247,True
15,22,0.3495593182670537,235,True
15,22,0.44069645212883946,217,True
15,22,0.5499885044911161,199,True
15,22,0.3627976818614307,187,True
15,22,0.555189704746847,169,True
15,22,0.3535817011830163,157,True
15,22,0.5605984273016863,139,True
15,22,0.2962445217452722,127,True
15,22,0.577948955063921,109,True
15,22,0.5546105621955968,91,True
15,22,0.3431648678316481,79,True
15,22,0.45622569342584507,13,True
15,22,0.45622569342584507,271,True
15,22,0.5470514173091415,253,True
15,22,0.304807528796192,241,True
15,22,0.33626167824692677,229,True
15,22,0.7130189050779507,205,True
15,22,0.33521357593840745,193,True
15,22,0.565016255051639,175,True
15,22,0.3756962282319044,163,True
15,22,0.40806356275741296,145,True
15,22,0.5321820334968702,127,True
15,22,0.554789885584533,109,True
15,22,0.34047669234984135,97,True
15,22,0.47475927783866106,31,True
15,22,0.3712211470379986,19,True
73,37,0.3712211470379986,146,True
73,37,0.4572855759425885,129,True
73,37,0.4968050221760131,111,True
73,37,0.38741387193361915,99,True
73,37,0.5086539555064477,81,True
73,37,0.3529519081078807,69,True
73,37,0.45349695374176185,3,True
