length,height,speed,distance,object
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
11,11,0.38189751247405035,138,True
